PARAMETER VALUES
Reaction_norm_help?:	0
Reaction_norm_dispersal?:	0
Evolution_help_after_dispersal?:	1
Direct_brood_care_only?:	0
Low_survival_breeder?:	0
No_group_augmentation?:	0
No_effect_relatedness?:	1
Non-related_helpers_random_group?:	1
No_effect_age_inheritance?:	0
Initial_population:	20000
Number_of_colonies:	5000
Number_generations:	10000
Number_replicates:	10
Fixed_group_size:	1
Min_age_become_breeder:	1
Bias_float_breeder:	2
m(Overall_mortality):	0.2
n(Mortality_dispersal):	1
X0(intercept):	1.5
Xh(Cost_help_survival):	4
Xn(Benefit_group_size_survival):	1
K0(Base_fecundity):	1
K1(Benefit_help_fecundity):	1
initAlpha:	0
initAlphaAge:	0
initBeta:	0.7
initBetaAge:	0
mutAlpha:	0
mutAlphaAge:	0.05
mutBeta:	0
mutBetaAge:	0.05
mutDrift:	0.05
stepAlpha:	0.04
stepBeta:	0.04
stepDrift:	0.04

Replica	Generation	Population	Deaths	Floaters	Group_size	Age	Age_H	Age_F	Age_B	meanAlpha	meanAlphaAge	meanBeta	meanBetaAge	meanHelp	meanCumHelp	meanDispersal	meanSurvival	meanSurvival_H	meanSurvival_F	meanSurvival_B	Relatedness	SD_GroupSize	SD_Age	SD_Age_H	SD_Age_F	SD_Age_B	SD_Alpha	SD_AlphaAge	SD_Beta	SD_BetaAge	SD_Help	SD_CumHelp	SD_Dispersal	SD_Survival	SD_Survival_H	SD_Survival_F	SD_Survival_B	corr_Help_Disp	corr_Help_Group	newBreederFloater	newBreederHelper	inheritance
0	100	17222	4902	8618	1.7208	3.7214	2.4334	2.4559	6.8310	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7125	0.7851	0.6541	0.7610	0.0160	0.8471	3.3703	1.8025	1.8479	4.1560	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0604	0.0085	0.0000	0.0219	0.0000	0.0000	1004	160	0
0	200	17421	4979	8667	1.7508	3.7171	2.4105	2.4245	6.9386	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7133	0.7854	0.6541	0.7618	0.0197	0.8662	3.4205	1.8078	1.8421	4.2275	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0608	0.0085	0.0000	0.0220	0.0000	0.0000	974	181	0
0	300	17494	5071	8805	1.7378	3.6993	2.4419	2.4091	6.8992	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7124	0.7856	0.6541	0.7613	0.0175	0.8696	3.3931	1.7824	1.8106	4.2223	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0606	0.0085	0.0000	0.0221	0.0000	0.0000	1009	199	0
0	400	17574	5041	8818	1.7512	3.7380	2.4308	2.4592	6.9752	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7128	0.7854	0.6541	0.7617	-0.0142	0.8672	3.4091	1.8203	1.8252	4.2236	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0608	0.0085	0.0000	0.0220	0.0000	0.0000	944	194	0
0	500	17424	5033	8725	1.7398	3.6935	2.3936	2.4454	6.8332	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7127	0.7849	0.6541	0.7617	0.0114	0.8467	3.3236	1.7917	1.8305	4.0555	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0606	0.0085	0.0000	0.0217	0.0000	0.0000	1016	200	0
0	600	17592	5095	8810	1.7564	3.7007	2.4350	2.4151	6.9232	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7129	0.7855	0.6541	0.7618	-0.0189	0.8776	3.3828	1.8223	1.8149	4.1758	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0608	0.0086	0.0000	0.0220	0.0000	0.0000	980	211	0
0	700	17288	5002	8668	1.7240	3.6904	2.4572	2.4126	6.7986	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7125	0.7851	0.6541	0.7612	0.0156	0.8437	3.3319	1.8012	1.7832	4.1148	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0604	0.0085	0.0000	0.0219	0.0000	0.0000	1000	192	0
0	800	17376	4944	8534	1.7684	3.7248	2.4245	2.4431	6.9116	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7142	0.7856	0.6541	0.7622	0.0273	0.8713	3.4060	1.8173	1.8483	4.2058	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0610	0.0085	0.0000	0.0221	0.0000	0.0000	956	179	0
0	900	17544	4949	8764	1.7560	3.6938	2.4772	2.4290	6.8304	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7131	0.7855	0.6541	0.7618	0.0007	0.8709	3.3760	1.8509	1.8126	4.2287	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0608	0.0085	0.0000	0.0221	0.0000	0.0000	989	198	0
0	1000	17594	5130	8870	1.7448	3.7099	2.4715	2.4510	6.8656	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7124	0.7855	0.6541	0.7615	-0.0117	0.8769	3.3334	1.8051	1.8193	4.1096	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0607	0.0087	0.0000	0.0220	0.0000	0.0000	1052	188	0
0	1100	17318	4956	8562	1.7512	3.7202	2.4502	2.4532	6.8438	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7136	0.7853	0.6541	0.7619	0.0010	0.8549	3.3601	1.8575	1.8252	4.1341	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0608	0.0085	0.0000	0.0220	0.0000	0.0000	969	194	0
0	1200	17476	4989	8720	1.7512	3.7289	2.4638	2.4178	6.9658	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7131	0.7857	0.6541	0.7615	-0.0262	0.8807	3.4401	1.8588	1.7964	4.2967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0608	0.0086	0.0000	0.0221	0.0000	0.0000	1022	203	0
0	1300	17481	4886	8692	1.7578	3.6960	2.4249	2.4103	6.8942	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7134	0.7855	0.6541	0.7618	0.0181	0.8752	3.3928	1.7876	1.7937	4.2312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0609	0.0086	0.0000	0.0220	0.0000	0.0000	902	197	0
