PARAMETER VALUES
Reaction_norm_help?:	0
Reaction_norm_dispersal?:	0
Evolution_help_after_dispersal?:	1
Direct_brood_care_only?:	0
Low_survival_breeder?:	0
No_group_augmentation?:	0
No_effect_relatedness?:	1
Non-related_helpers_random_group?:	0
No_effect_age_inheritance?:	0
Initial_population:	20000
Number_of_colonies:	5000
Number_generations:	10000
Number_replicates:	10
Fixed_group_size:	1
Min_age_become_breeder:	1
Bias_float_breeder:	2
m(Overall_mortality):	0.2
n(Mortality_dispersal):	1
X0(intercept):	1.5
Xh(Cost_help_survival):	4
Xn(Benefit_group_size_survival):	3
K0(Base_fecundity):	1
K1(Benefit_help_fecundity):	1
initAlpha:	0
initAlphaAge:	0
initBeta:	0.7
initBetaAge:	0
mutAlpha:	0
mutAlphaAge:	0.05
mutBeta:	0
mutBetaAge:	0.05
mutDrift:	0.05
stepAlpha:	0.04
stepBeta:	0.04
stepDrift:	0.04

Replica	Generation	Population	Deaths	Floaters	Group_size	Age	Age_H	Age_F	Age_B	meanAlpha	meanAlphaAge	meanBeta	meanBetaAge	meanHelp	meanCumHelp	meanDispersal	meanSurvival	meanSurvival_H	meanSurvival_F	meanSurvival_B	Relatedness	SD_GroupSize	SD_Age	SD_Age_H	SD_Age_F	SD_Age_B	SD_Alpha	SD_AlphaAge	SD_Beta	SD_BetaAge	SD_Help	SD_CumHelp	SD_Dispersal	SD_Survival	SD_Survival_H	SD_Survival_F	SD_Survival_B	corr_Help_Disp	corr_Help_Group	newBreederFloater	newBreederHelper	inheritance
0	100	18249	4970	9290	1.7918	4.0135	2.6027	2.5945	7.7670	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7245	0.7998	0.6541	0.7959	0.0058	0.8798	3.8382	2.0142	2.0279	4.8487	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	784	230	0
0	200	18095	4967	9145	1.7900	3.9930	2.5800	2.5764	7.7004	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7250	0.7998	0.6541	0.7958	-0.0213	0.8917	3.8266	1.9668	1.9654	4.8865	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	829	190	0
0	300	18098	4955	9090	1.8016	4.0091	2.5858	2.5842	7.7404	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7255	0.7998	0.6541	0.7959	-0.0001	0.8961	3.8621	2.0222	2.0245	4.9013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	844	213	0
0	400	18133	4942	9107	1.8052	4.0317	2.6259	2.6200	7.7350	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7255	0.7998	0.6541	0.7959	-0.0145	0.9003	3.8061	2.0169	2.0302	4.7769	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	828	212	0
0	500	18184	5075	9208	1.7952	3.9822	2.5903	2.5482	7.7300	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7249	0.7998	0.6541	0.7959	0.0121	0.8791	3.8064	2.0375	1.9494	4.7980	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	823	215	0
0	600	18241	5112	9254	1.7974	3.9741	2.6042	2.5697	7.6658	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7248	0.7998	0.6541	0.7959	0.0005	0.8841	3.7926	2.0057	1.9979	4.8067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	830	175	0
0	700	18132	5042	9251	1.7762	4.0116	2.6217	2.5764	7.7460	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7243	0.7998	0.6541	0.7958	0.0171	0.8792	3.8737	1.9660	1.9778	4.9921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	905	187	0
0	800	18341	5154	9361	1.7960	3.9947	2.6319	2.5793	7.7292	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7243	0.7998	0.6541	0.7958	-0.0212	0.8991	3.7994	1.9596	1.9749	4.8391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	868	202	0
0	900	18039	5012	9107	1.7864	4.0104	2.5979	2.5915	7.7056	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7251	0.7998	0.6541	0.7958	-0.0238	0.8944	3.7982	2.0111	2.0000	4.7636	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	860	185	0
0	1000	18024	4866	9074	1.7900	4.0090	2.5937	2.5486	7.7776	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7253	0.7998	0.6541	0.7958	-0.0127	0.8984	3.8777	1.9946	1.9253	4.9676	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	792	200	0
0	1100	18177	4932	9245	1.7864	4.0036	2.5544	2.5817	7.7724	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7246	0.7998	0.6541	0.7958	0.0101	0.8856	3.8467	1.9403	1.9630	4.9107	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	815	190	0
0	1200	18104	5027	9170	1.7868	4.0048	2.6246	2.5763	7.7104	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7249	0.7998	0.6541	0.7958	0.0004	0.8864	3.8239	2.0382	1.9649	4.8602	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	810	210	0
0	1300	17954	4900	9057	1.7794	4.0170	2.5792	2.5533	7.7892	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7252	0.7998	0.6541	0.7958	0.0077	0.8917	3.8747	2.0088	1.9427	4.9200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	825	200	0
0	1400	18207	5085	9192	1.8030	3.9785	2.5696	2.5915	7.6598	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7252	0.7998	0.6541	0.7959	-0.0206	0.8817	3.7536	1.9617	1.9566	4.7430	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	850	193	0
0	1500	18249	5081	9271	1.7956	4.0188	2.5963	2.6304	7.7250	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7247	0.7998	0.6541	0.7958	0.0031	0.9032	3.7762	1.9105	2.0025	4.7733	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	821	174	0
0	1600	18232	4939	9205	1.8054	4.0201	2.6419	2.5621	7.8142	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7252	0.7998	0.6541	0.7959	0.0052	0.8924	3.8966	2.1452	1.9558	4.9776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	841	181	0
0	1700	18143	5142	9194	1.7898	3.9900	2.5520	2.5681	7.7402	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7249	0.7998	0.6541	0.7959	0.0252	0.8805	3.8306	1.9414	1.9590	4.8782	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	832	193	0
0	1800	18053	4975	9183	1.7740	4.0214	2.5633	2.5972	7.7656	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7245	0.7998	0.6541	0.7957	0.0151	0.8990	3.8515	1.9266	2.0321	4.8698	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	804	212	0
0	1900	18338	4982	9251	1.8174	3.9509	2.5329	2.5631	7.6778	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7252	0.7998	0.6541	0.7959	-0.0141	0.9089	3.7988	1.9321	1.9982	4.8366	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	796	187	0
0	2000	18112	5061	9179	1.7866	4.0015	2.5685	2.6059	7.6908	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7248	0.7998	0.6541	0.7958	-0.0029	0.8872	3.7902	1.9773	2.0198	4.7614	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	855	213	0
0	2100	17969	4922	9052	1.7834	3.9766	2.5195	2.5961	7.6172	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7253	0.7998	0.6541	0.7958	0.0031	0.8882	3.7553	1.9176	1.9908	4.7177	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	801	200	0
0	2200	18365	4922	9326	1.8078	3.9562	2.5942	2.5347	7.7076	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7247	0.7998	0.6541	0.7959	-0.0392	0.9005	3.8286	1.9901	1.9369	4.9298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	823	196	0
0	2300	18191	4888	9244	1.7894	3.9664	2.5569	2.5585	7.6820	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7247	0.7998	0.6541	0.7958	0.0254	0.8919	3.7732	1.9431	1.9565	4.7645	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	783	164	0
0	2400	18161	4975	9231	1.7860	3.9884	2.5392	2.6099	7.6724	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7246	0.7998	0.6541	0.7959	0.0119	0.8874	3.7832	1.9798	1.9893	4.7820	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	805	167	0
0	2500	18096	4923	9214	1.7764	3.9824	2.5734	2.5646	7.6892	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7245	0.7998	0.6541	0.7958	0.0131	0.8845	3.7796	1.9296	1.9596	4.7694	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	827	183	0
0	2600	17949	4829	9091	1.7716	4.0434	2.5464	2.6158	7.7942	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7249	0.7998	0.6541	0.7958	-0.0082	0.8728	3.9008	1.9523	1.9937	4.9952	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	837	164	0
0	2700	18042	5043	9198	1.7688	4.0048	2.5697	2.6027	7.6872	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7244	0.7998	0.6541	0.7958	0.0114	0.8684	3.8069	2.0055	2.0168	4.7918	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	833	170	0
0	2800	18126	5104	9180	1.7892	3.9699	2.5996	2.5561	7.6472	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7249	0.7998	0.6541	0.7958	-0.0108	0.8942	3.7958	2.0326	1.9392	4.8366	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	834	178	0
0	2900	18398	5041	9366	1.8064	3.9891	2.6104	2.5978	7.7072	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7245	0.7998	0.6541	0.7959	-0.0006	0.9030	3.7732	2.0048	1.9654	4.7883	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	848	186	0
0	3000	18168	5122	9206	1.7924	4.0127	2.6252	2.5833	7.7440	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7249	0.7998	0.6541	0.7958	0.0038	0.9056	3.8254	1.9965	2.0342	4.8151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	908	194	0
0	3100	18317	4974	9203	1.8228	3.9856	2.5958	2.5834	7.7100	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7255	0.7998	0.6541	0.7960	0.0125	0.9081	3.7821	1.9259	1.9784	4.8029	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0719	0.0002	0.0000	0.0042	0.0000	0.0000	828	212	0
0	3200	18176	5064	9268	1.7816	4.0292	2.6917	2.5805	7.7600	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7244	0.7998	0.6541	0.7958	0.0025	0.8910	3.8362	2.0579	1.9616	4.8834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	779	210	0
0	3300	18132	4963	9226	1.7812	3.9729	2.5274	2.5628	7.7040	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7245	0.7998	0.6541	0.7958	-0.0113	0.8755	3.7958	1.9134	1.9409	4.8182	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	818	183	0
0	3400	18184	5042	9237	1.7894	4.0397	2.5789	2.5976	7.8568	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7247	0.7998	0.6541	0.7958	-0.0023	0.8881	3.8866	1.9649	2.0079	4.9339	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	854	214	0
0	3500	18287	4935	9263	1.8048	3.9879	2.5482	2.5587	7.7942	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7249	0.7998	0.6541	0.7959	-0.0045	0.8926	3.8245	1.9182	1.9543	4.8495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	801	198	0
0	3600	18133	4982	9165	1.7936	3.9715	2.5852	2.5510	7.6756	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7250	0.7998	0.6541	0.7958	0.0218	0.8876	3.8196	1.9608	1.9479	4.8948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	834	187	0
0	3700	18127	5012	9233	1.7788	4.0138	2.6579	2.5824	7.7132	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7245	0.7998	0.6541	0.7958	0.0067	0.8878	3.8385	2.0634	1.9798	4.8952	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	850	182	0
0	3800	18382	4982	9355	1.8054	3.9375	2.5672	2.5688	7.6022	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7246	0.7998	0.6541	0.7960	-0.0375	0.8888	3.7244	1.9192	1.9661	4.7275	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	820	181	0
0	3900	18108	5051	9097	1.8022	3.9881	2.5502	2.5868	7.6912	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7255	0.7998	0.6541	0.7959	0.0250	0.8783	3.7722	1.9521	1.9769	4.7351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	842	190	0
0	4000	18318	5113	9364	1.7908	4.0110	2.5986	2.6092	7.7532	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7242	0.7998	0.6541	0.7958	0.0035	0.9006	3.8057	1.9749	2.0105	4.8111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	853	198	0
0	4100	18293	4992	9352	1.7882	3.9887	2.5730	2.6185	7.6674	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7242	0.7998	0.6541	0.7958	0.0082	0.8967	3.7988	1.9661	2.0280	4.8409	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	814	183	0
0	4200	18063	4955	9081	1.7964	4.0208	2.6223	2.5959	7.7224	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7254	0.7998	0.6541	0.7959	0.0084	0.8898	3.8250	1.9890	1.9797	4.8619	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	805	186	0
0	4300	18250	4965	9193	1.8114	3.9879	2.5719	2.5700	7.7440	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7253	0.7998	0.6541	0.7959	0.0034	0.9236	3.8344	1.9641	1.9712	4.8948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	849	178	0
0	4400	17977	4925	9079	1.7796	3.9973	2.5780	2.5740	7.6882	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7251	0.7998	0.6541	0.7958	-0.0039	0.8925	3.7924	1.9688	1.9747	4.7683	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	844	202	0
0	4500	18213	5019	9259	1.7908	3.9775	2.5559	2.5718	7.7048	0.0000	0.0000	0.7000	0.0000	0.0000	0.0000	0.7000	0.7246	0.7998	0.6541	0.7958	0.0080	0.8892	3.7919	1.9354	1.9703	4.8035	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0002	0.0000	0.0042	0.0000	0.0000	847	193	0
